note_id,snapshot_id,account_id,snapshot_date,hardship_signal,income_shock_signal,missed_payment_signal,arrangement_break_signal,collections_signal,vulnerability_signal,note_signal_score,parser_confidence,extraction_method
N0000880,A100258_2026-04-30,A100258,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000881,A101528_2025-08-31,A101528,2025-08-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000882,A101477_2025-03-31,A101477,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000883,A100075_2025-12-31,A100075,2025-12-31,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000884,A102167_2026-04-30,A102167,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000885,A100588_2025-03-31,A100588,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000886,A102123_2025-12-31,A102123,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000887,A102289_2025-07-31,A102289,2025-07-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000888,A100758_2026-02-28,A100758,2026-02-28,1,1,0,1,1,0,0.7500,0.92,deterministic_keyword_rules_v1
N0000889,A102231_2025-05-31,A102231,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000890,A101493_2025-11-30,A101493,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000891,A101847_2025-08-31,A101847,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000892,A101328_2026-03-31,A101328,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000893,A101558_2026-04-30,A101558,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000894,A100984_2026-01-31,A100984,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000895,A101935_2026-01-31,A101935,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000896,A102457_2025-06-30,A102457,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000897,A101825_2026-02-28,A101825,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000898,A100267_2025-03-31,A100267,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000899,A101919_2025-01-31,A101919,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000900,A100828_2025-12-31,A100828,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000901,A101077_2025-07-31,A101077,2025-07-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000902,A100446_2025-01-31,A100446,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000903,A100067_2026-04-30,A100067,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000904,A102179_2026-04-30,A102179,2026-04-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000905,A100297_2026-03-31,A100297,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000906,A100494_2025-10-31,A100494,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000907,A100960_2026-02-28,A100960,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000908,A102326_2025-06-30,A102326,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000909,A101329_2025-12-31,A101329,2025-12-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000910,A100829_2025-12-31,A100829,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000911,A101387_2026-02-28,A101387,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000912,A101991_2025-02-28,A101991,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000913,A100512_2025-08-31,A100512,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000914,A100704_2026-04-30,A100704,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000915,A101973_2025-11-30,A101973,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000916,A100518_2025-03-31,A100518,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000917,A102220_2025-09-30,A102220,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000918,A101078_2026-01-31,A101078,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000919,A102018_2025-01-31,A102018,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000920,A102052_2026-04-30,A102052,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000921,A102467_2026-01-31,A102467,2026-01-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000922,A101418_2025-04-30,A101418,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000923,A100475_2026-03-31,A100475,2026-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000924,A100581_2026-06-30,A100581,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000925,A100757_2025-05-31,A100757,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000926,A102423_2025-01-31,A102423,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000927,A100430_2026-01-31,A100430,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000928,A102212_2025-06-30,A102212,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000929,A102328_2026-02-28,A102328,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000930,A101235_2026-03-31,A101235,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000931,A100176_2026-04-30,A100176,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000932,A101982_2025-03-31,A101982,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000933,A102171_2025-12-31,A102171,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000934,A101308_2025-11-30,A101308,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000935,A100844_2026-01-31,A100844,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000936,A102427_2025-08-31,A102427,2025-08-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000937,A102312_2025-03-31,A102312,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000938,A101128_2026-06-30,A101128,2026-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000939,A102243_2025-04-30,A102243,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000940,A100290_2025-05-31,A100290,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000941,A101957_2026-01-31,A101957,2026-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000942,A102466_2025-06-30,A102466,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000943,A100960_2026-06-30,A100960,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000944,A100674_2025-09-30,A100674,2025-09-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000945,A102201_2025-12-31,A102201,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000946,A101842_2025-06-30,A101842,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000947,A101846_2025-06-30,A101846,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000948,A100048_2026-05-31,A100048,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000949,A100428_2025-08-31,A100428,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000950,A100140_2026-06-30,A100140,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000951,A100383_2025-12-31,A100383,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000952,A100192_2025-12-31,A100192,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000953,A100996_2026-05-31,A100996,2026-05-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000954,A100040_2025-03-31,A100040,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000955,A101377_2025-09-30,A101377,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000956,A100466_2025-04-30,A100466,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000957,A101551_2026-02-28,A101551,2026-02-28,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000958,A101779_2026-04-30,A101779,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000959,A101938_2025-01-31,A101938,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000960,A100379_2025-10-31,A100379,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000961,A102046_2025-09-30,A102046,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000962,A100101_2025-01-31,A100101,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000963,A100656_2026-01-31,A100656,2026-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000964,A101239_2026-05-31,A101239,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000965,A101901_2025-02-28,A101901,2025-02-28,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000966,A101464_2025-09-30,A101464,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000967,A100417_2026-05-31,A100417,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000968,A100365_2025-06-30,A100365,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000969,A100589_2025-07-31,A100589,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000970,A101804_2025-04-30,A101804,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000971,A101899_2025-02-28,A101899,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000972,A102223_2026-01-31,A102223,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000973,A102208_2025-05-31,A102208,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000974,A102208_2025-08-31,A102208,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000975,A101111_2026-05-31,A101111,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000976,A101313_2025-02-28,A101313,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000977,A100749_2025-03-31,A100749,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000978,A102017_2025-05-31,A102017,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000979,A102084_2025-03-31,A102084,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000980,A101095_2025-10-31,A101095,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000981,A100315_2025-09-30,A100315,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000982,A100252_2026-05-31,A100252,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000983,A101391_2025-10-31,A101391,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000984,A100993_2026-01-31,A100993,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000985,A101593_2026-03-31,A101593,2026-03-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000986,A102280_2025-03-31,A102280,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000987,A100057_2025-07-31,A100057,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000988,A100553_2025-12-31,A100553,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000989,A102284_2025-07-31,A102284,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000990,A100252_2026-04-30,A100252,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000991,A101496_2025-03-31,A101496,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000992,A101960_2025-05-31,A101960,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000993,A100563_2025-02-28,A100563,2025-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000994,A101338_2026-02-28,A101338,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000995,A102246_2025-12-31,A102246,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000996,A100879_2025-11-30,A100879,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000997,A101352_2025-10-31,A101352,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000998,A101430_2025-07-31,A101430,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000999,A100749_2026-04-30,A100749,2026-04-30,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0001000,A102489_2026-03-31,A102489,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001001,A100303_2025-04-30,A100303,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001002,A100526_2025-03-31,A100526,2025-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001003,A100681_2026-03-31,A100681,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001004,A101740_2025-05-31,A101740,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001005,A102353_2025-10-31,A102353,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001006,A101333_2025-02-28,A101333,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001007,A101542_2025-07-31,A101542,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001008,A102222_2026-05-31,A102222,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001009,A100152_2026-03-31,A100152,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001010,A101550_2025-02-28,A101550,2025-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001011,A102314_2026-06-30,A102314,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001012,A100053_2026-02-28,A100053,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001013,A100499_2026-02-28,A100499,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001014,A100338_2026-03-31,A100338,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001015,A102402_2025-09-30,A102402,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001016,A102391_2026-04-30,A102391,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001017,A100886_2025-02-28,A100886,2025-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001018,A100548_2026-01-31,A100548,2026-01-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0001019,A102078_2025-04-30,A102078,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001020,A100383_2026-05-31,A100383,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001021,A102460_2025-07-31,A102460,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001022,A102106_2025-09-30,A102106,2025-09-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001023,A101635_2025-08-31,A101635,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001024,A102235_2025-10-31,A102235,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001025,A100370_2026-06-30,A100370,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001026,A101820_2025-08-31,A101820,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001027,A100363_2026-04-30,A100363,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001028,A100617_2025-03-31,A100617,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001029,A102292_2025-01-31,A102292,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001030,A100622_2025-06-30,A100622,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001031,A101502_2025-02-28,A101502,2025-02-28,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001032,A100507_2025-08-31,A100507,2025-08-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001033,A100456_2026-05-31,A100456,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001034,A100696_2025-08-31,A100696,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001035,A100277_2026-01-31,A100277,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001036,A101663_2025-09-30,A101663,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001037,A102233_2025-10-31,A102233,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001038,A100636_2025-09-30,A100636,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001039,A101489_2025-01-31,A101489,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001040,A101185_2026-06-30,A101185,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001041,A101246_2025-09-30,A101246,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001042,A102211_2025-07-31,A102211,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001043,A101639_2026-05-31,A101639,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001044,A100316_2026-06-30,A100316,2026-06-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0001045,A101789_2025-07-31,A101789,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001046,A101684_2025-05-31,A101684,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001047,A102230_2025-12-31,A102230,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001048,A102291_2025-07-31,A102291,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001049,A100170_2025-03-31,A100170,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001050,A100726_2025-05-31,A100726,2025-05-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0001051,A100548_2025-09-30,A100548,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001052,A102195_2026-02-28,A102195,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001053,A101292_2025-05-31,A101292,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001054,A101459_2025-03-31,A101459,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001055,A100538_2026-04-30,A100538,2026-04-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0001056,A101475_2025-01-31,A101475,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001057,A101022_2025-08-31,A101022,2025-08-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001058,A100562_2025-05-31,A100562,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001059,A101228_2025-04-30,A101228,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001060,A100191_2025-04-30,A100191,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001061,A101637_2026-05-31,A101637,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001062,A102109_2025-08-31,A102109,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001063,A100888_2026-06-30,A100888,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001064,A102373_2025-03-31,A102373,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001065,A101755_2025-05-31,A101755,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001066,A101273_2026-01-31,A101273,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001067,A101537_2026-06-30,A101537,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001068,A101483_2026-04-30,A101483,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001069,A100720_2026-01-31,A100720,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001070,A101683_2025-08-31,A101683,2025-08-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0001071,A101203_2025-09-30,A101203,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001072,A101734_2025-05-31,A101734,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001073,A100645_2025-07-31,A100645,2025-07-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0001074,A100358_2025-10-31,A100358,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001075,A101236_2025-04-30,A101236,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001076,A100516_2026-06-30,A100516,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001077,A100468_2025-06-30,A100468,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001078,A100098_2025-07-31,A100098,2025-07-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001079,A102314_2026-01-31,A102314,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001080,A102241_2026-05-31,A102241,2026-05-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0001081,A100882_2026-04-30,A100882,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001082,A102495_2026-05-31,A102495,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001083,A101245_2025-05-31,A101245,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001084,A100543_2025-07-31,A100543,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001085,A101043_2026-05-31,A101043,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001086,A101298_2025-03-31,A101298,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001087,A100478_2025-12-31,A100478,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001088,A100742_2026-01-31,A100742,2026-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001089,A100764_2025-04-30,A100764,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001090,A100167_2025-04-30,A100167,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001091,A100321_2025-03-31,A100321,2025-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001092,A101032_2025-01-31,A101032,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001093,A100228_2026-02-28,A100228,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001094,A100817_2025-09-30,A100817,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001095,A100486_2025-01-31,A100486,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001096,A100142_2025-07-31,A100142,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001097,A102142_2026-02-28,A102142,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001098,A101803_2026-03-31,A101803,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001099,A101957_2026-01-31,A101957,2026-01-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
