snapshot_id,account_id,snapshot_date,months_on_book,credit_limit,balance,utilization_ratio,payments_due_30d,missed_payment_90d,hardship_flag_90d,collections_contact_90d,high_utilization_flag,any_recent_distress_flag,event_count_next_90d,first_event_date_next_90d,risk_event_next_window
A102292_2025-01-31,A102292,2025-01-31,98,5000,2449.73,0.4899,3,0,0,0,0,0,0,,0
A100622_2025-06-30,A100622,2025-06-30,62,1000,891.93,0.8919,0,0,0,0,0,0,0,,0
A101502_2025-02-28,A101502,2025-02-28,104,1000,570.21,0.5702,0,0,0,1,0,1,1,2025-03-03,1
A100507_2025-08-31,A100507,2025-08-31,46,1500,920.32,0.6135,0,0,0,0,0,0,0,,0
A100456_2026-05-31,A100456,2026-05-31,100,5000,3174.61,0.6349,0,0,0,0,0,0,0,,0
A100696_2025-08-31,A100696,2025-08-31,42,500,211.26,0.4225,1,0,0,0,0,0,0,,0
A100277_2026-01-31,A100277,2026-01-31,74,1500,1444.86,0.9632,2,0,0,0,1,0,1,2026-04-03,1
A101663_2025-09-30,A101663,2025-09-30,18,1000,803.03,0.8030,2,0,0,0,0,0,0,,0
A102233_2025-10-31,A102233,2025-10-31,92,500,207.25,0.4145,3,0,0,0,0,0,0,,0
A100636_2025-09-30,A100636,2025-09-30,117,5000,4001.58,0.8003,2,0,0,0,0,0,0,,0
A101489_2025-01-31,A101489,2025-01-31,95,1500,759.58,0.5064,0,0,0,0,0,0,0,,0
A101185_2026-06-30,A101185,2026-06-30,117,5000,4829.66,0.9659,3,1,0,0,1,1,1,2026-07-08,1
A101246_2025-09-30,A101246,2025-09-30,92,500,439.97,0.8799,0,0,0,0,0,0,0,,0
A102211_2025-07-31,A102211,2025-07-31,60,2500,380.59,0.1522,2,0,0,0,0,0,0,,0
A101639_2026-05-31,A101639,2026-05-31,67,5000,0.00,0.0000,3,0,0,0,0,0,0,,0
A100316_2026-06-30,A100316,2026-06-30,82,5000,2012.64,0.4025,1,0,1,0,0,1,0,,0
A101789_2025-07-31,A101789,2025-07-31,45,2500,1849.99,0.7400,3,0,0,0,0,0,0,,0
A101684_2025-05-31,A101684,2025-05-31,33,5000,3134.57,0.6269,3,0,0,0,0,0,0,,0
A102230_2025-12-31,A102230,2025-12-31,88,500,284.39,0.5688,2,0,0,0,0,0,0,,0
A102291_2025-07-31,A102291,2025-07-31,97,8000,4524.92,0.5656,2,0,0,0,0,0,0,,0
A100170_2025-03-31,A100170,2025-03-31,75,1000,466.98,0.4670,1,0,0,0,0,0,0,,0
A100726_2025-05-31,A100726,2025-05-31,12,1000,337.80,0.3378,3,1,0,1,0,1,0,,0
A100548_2025-09-30,A100548,2025-09-30,114,8000,6696.61,0.8371,2,0,0,0,0,0,0,,0
A102195_2026-02-28,A102195,2026-02-28,66,5000,4254.32,0.8509,2,1,0,0,0,1,0,,0
A101292_2025-05-31,A101292,2025-05-31,24,8000,7597.64,0.9497,0,0,0,0,1,0,0,,0
A101459_2025-03-31,A101459,2025-03-31,14,2500,1314.08,0.5256,2,0,0,0,0,0,0,,0
A100538_2026-04-30,A100538,2026-04-30,37,1500,787.78,0.5252,0,0,1,0,0,1,0,,0
A101475_2025-01-31,A101475,2025-01-31,116,5000,3538.49,0.7077,2,0,0,0,0,0,0,,0
A101022_2025-08-31,A101022,2025-08-31,65,500,81.84,0.1637,1,0,0,0,0,0,0,,0
A100562_2025-05-31,A100562,2025-05-31,90,500,133.46,0.2669,0,0,0,0,0,0,0,,0
A101228_2025-04-30,A101228,2025-04-30,105,2500,1543.29,0.6173,2,0,0,0,0,0,0,,0
A100191_2025-04-30,A100191,2025-04-30,55,8000,4702.34,0.5878,1,0,0,0,0,0,0,,0
A101637_2026-05-31,A101637,2026-05-31,28,2500,1984.02,0.7936,1,0,0,0,0,0,0,,0
A102109_2025-08-31,A102109,2025-08-31,76,5000,1473.81,0.2948,3,0,0,0,0,0,0,,0
A100888_2026-06-30,A100888,2026-06-30,104,1000,309.58,0.3096,1,0,0,0,0,0,0,,0
A102373_2025-03-31,A102373,2025-03-31,59,5000,3076.84,0.6154,3,0,0,0,0,0,0,,0
A101755_2025-05-31,A101755,2025-05-31,96,1500,564.61,0.3764,1,0,0,0,0,0,0,,0
A101273_2026-01-31,A101273,2026-01-31,69,8000,5277.40,0.6597,2,0,0,0,0,0,0,,0
A101537_2026-06-30,A101537,2026-06-30,113,500,311.35,0.6227,1,0,0,0,0,0,0,,0
A101483_2026-04-30,A101483,2026-04-30,98,8000,2742.66,0.3428,3,0,0,0,0,0,0,,0
A100720_2026-01-31,A100720,2026-01-31,18,500,377.31,0.7546,1,0,0,0,0,0,0,,0
A101683_2025-08-31,A101683,2025-08-31,32,1500,938.40,0.6256,0,0,1,0,0,1,0,,0
A101203_2025-09-30,A101203,2025-09-30,32,8000,4304.57,0.5381,0,0,0,0,0,0,0,,0
A101734_2025-05-31,A101734,2025-05-31,80,5000,2790.48,0.5581,0,0,0,0,0,0,0,,0
A100645_2025-07-31,A100645,2025-07-31,32,1000,984.60,0.9846,0,1,0,1,1,1,1,2025-09-24,1
A100358_2025-10-31,A100358,2025-10-31,20,500,384.17,0.7683,1,0,0,0,0,0,0,,0
A101236_2025-04-30,A101236,2025-04-30,109,500,59.80,0.1196,2,0,0,0,0,0,0,,0
A100516_2026-06-30,A100516,2026-06-30,95,1000,427.66,0.4277,3,0,0,0,0,0,0,,0
A100468_2025-06-30,A100468,2025-06-30,17,8000,4816.52,0.6021,2,0,0,0,0,0,0,,0
A100098_2025-07-31,A100098,2025-07-31,33,500,109.77,0.2195,3,0,0,1,0,1,0,,0
A102314_2026-01-31,A102314,2026-01-31,113,5000,3644.05,0.7288,3,0,0,0,0,0,0,,0
A102241_2026-05-31,A102241,2026-05-31,53,1000,738.46,0.7385,2,0,1,0,0,1,0,,0
A100882_2026-04-30,A100882,2026-04-30,29,5000,3811.17,0.7622,0,0,0,0,0,0,0,,0
A102495_2026-05-31,A102495,2026-05-31,84,500,381.78,0.7636,2,0,0,0,0,0,0,,0
A101245_2025-05-31,A101245,2025-05-31,97,5000,857.19,0.1714,1,0,0,0,0,0,0,,0
A100543_2025-07-31,A100543,2025-07-31,120,500,186.34,0.3727,2,0,0,0,0,0,0,,0
A101043_2026-05-31,A101043,2026-05-31,99,1500,303.29,0.2022,0,0,0,0,0,0,0,,0
A101298_2025-03-31,A101298,2025-03-31,37,2500,315.77,0.1263,0,0,0,0,0,0,0,,0
A100478_2025-12-31,A100478,2025-12-31,68,1000,603.01,0.6030,3,0,0,0,0,0,0,,0
A100742_2026-01-31,A100742,2026-01-31,55,8000,3225.53,0.4032,0,0,0,0,0,0,0,,0
A100764_2025-04-30,A100764,2025-04-30,39,5000,1244.39,0.2489,0,0,0,0,0,0,0,,0
A100167_2025-04-30,A100167,2025-04-30,75,2500,1251.03,0.5004,2,0,0,0,0,0,0,,0
A100321_2025-03-31,A100321,2025-03-31,76,5000,2473.61,0.4947,3,1,0,0,0,1,0,,0
A101032_2025-01-31,A101032,2025-01-31,78,2500,1328.45,0.5314,2,0,0,0,0,0,0,,0
A100228_2026-02-28,A100228,2026-02-28,12,2500,1575.56,0.6302,2,0,0,0,0,0,0,,0
A100817_2025-09-30,A100817,2025-09-30,79,1000,636.63,0.6366,0,0,0,0,0,0,0,,0
A100486_2025-01-31,A100486,2025-01-31,113,500,369.12,0.7382,0,0,0,0,0,0,0,,0
A100142_2025-07-31,A100142,2025-07-31,100,8000,5488.32,0.6860,2,0,0,0,0,0,0,,0
A102142_2026-02-28,A102142,2026-02-28,78,5000,2448.86,0.4898,2,0,0,0,0,0,0,,0
A101803_2026-03-31,A101803,2026-03-31,60,5000,2024.69,0.4049,0,0,0,0,0,0,0,,0
A101957_2026-01-31,A101957,2026-01-31,71,2500,143.11,0.0572,3,0,1,0,0,1,0,,0
A100841_2025-02-28,A100841,2025-02-28,52,8000,2750.60,0.3438,2,0,0,0,0,0,0,,0
A102159_2026-01-31,A102159,2026-01-31,54,5000,4219.05,0.8438,2,0,0,0,0,0,0,,0
A101693_2025-12-31,A101693,2025-12-31,89,500,233.09,0.4662,1,0,0,0,0,0,0,,0
A100739_2026-01-31,A100739,2026-01-31,92,1000,693.50,0.6935,2,0,0,0,0,0,0,,0
A100055_2025-04-30,A100055,2025-04-30,63,2500,903.42,0.3614,2,1,0,0,0,1,0,,0
A101374_2025-07-31,A101374,2025-07-31,113,1500,740.21,0.4935,1,0,0,0,0,0,0,,0
A100481_2026-03-31,A100481,2026-03-31,29,500,201.18,0.4024,3,1,0,0,0,1,0,,0
A101662_2026-05-31,A101662,2026-05-31,10,500,236.45,0.4729,1,0,0,0,0,0,0,,0
A101118_2026-05-31,A101118,2026-05-31,47,1000,328.01,0.3280,1,0,0,0,0,0,0,,0
A102453_2025-12-31,A102453,2025-12-31,3,1000,870.78,0.8708,2,1,0,0,0,1,0,,0
A101009_2025-02-28,A101009,2025-02-28,98,2500,1869.29,0.7477,3,0,0,0,0,0,0,,0
A102355_2025-05-31,A102355,2025-05-31,13,1500,1224.60,0.8164,3,1,0,0,0,1,1,2025-07-10,1
A101041_2025-07-31,A101041,2025-07-31,39,8000,6788.17,0.8485,3,0,0,0,0,0,0,,0
A102169_2025-02-28,A102169,2025-02-28,41,8000,4583.07,0.5729,3,1,0,1,0,1,0,,0
A100098_2025-03-31,A100098,2025-03-31,86,1500,813.02,0.5420,1,0,0,0,0,0,0,,0
A101384_2025-12-31,A101384,2025-12-31,14,1500,944.85,0.6299,0,0,0,0,0,0,0,,0
A100247_2026-01-31,A100247,2026-01-31,29,1000,507.07,0.5071,0,0,0,0,0,0,0,,0
A100038_2025-04-30,A100038,2025-04-30,34,2500,1276.15,0.5105,3,0,0,0,0,0,0,,0
A101376_2025-03-31,A101376,2025-03-31,114,2500,2648.61,1.0594,2,0,0,0,1,0,0,,0
A100713_2025-10-31,A100713,2025-10-31,100,1000,158.88,0.1589,2,0,0,0,0,0,0,,0
A102005_2025-05-31,A102005,2025-05-31,56,1500,1894.93,1.2633,3,0,0,0,1,0,0,,0
A100416_2025-03-31,A100416,2025-03-31,98,8000,267.34,0.0334,0,0,0,1,0,1,0,,0
A100529_2025-01-31,A100529,2025-01-31,32,5000,1755.02,0.3510,2,0,0,0,0,0,0,,0
A100014_2026-05-31,A100014,2026-05-31,5,2500,2640.55,1.0562,0,0,0,0,1,0,0,,0
A100946_2025-05-31,A100946,2025-05-31,88,2500,1070.49,0.4282,0,0,0,0,0,0,0,,0
A101701_2026-02-28,A101701,2026-02-28,8,5000,3062.25,0.6125,2,0,0,0,0,0,0,,0
A101401_2025-11-30,A101401,2025-11-30,49,1500,1347.86,0.8986,0,0,0,0,0,0,0,,0
A101105_2025-10-31,A101105,2025-10-31,51,2500,851.87,0.3407,2,0,0,0,0,0,0,,0
A101689_2025-01-31,A101689,2025-01-31,35,2500,901.66,0.3607,0,0,0,0,0,0,0,,0
A101299_2025-01-31,A101299,2025-01-31,9,1000,323.35,0.3234,1,0,0,0,0,0,0,,0
A102313_2025-11-30,A102313,2025-11-30,89,1500,0.00,0.0000,1,0,0,0,0,0,0,,0
A101981_2025-11-30,A101981,2025-11-30,120,2500,649.53,0.2598,1,0,0,0,0,0,0,,0
A100673_2026-04-30,A100673,2026-04-30,76,2500,2352.74,0.9411,3,0,0,0,1,0,0,,0
A100874_2025-12-31,A100874,2025-12-31,7,1500,713.57,0.4757,2,0,0,0,0,0,0,,0
A102413_2025-06-30,A102413,2025-06-30,51,1000,1124.34,1.1243,2,1,0,0,1,1,0,,0
A101162_2026-06-30,A101162,2026-06-30,114,500,264.24,0.5285,3,0,0,0,0,0,0,,0
A101489_2026-04-30,A101489,2026-04-30,94,8000,4047.05,0.5059,0,0,0,0,0,0,0,,0
A100620_2025-01-31,A100620,2025-01-31,114,1500,968.92,0.6459,0,0,0,0,0,0,0,,0
A100093_2025-04-30,A100093,2025-04-30,95,1500,999.26,0.6662,2,0,0,0,0,0,0,,0
A101210_2026-01-31,A101210,2026-01-31,76,1500,942.53,0.6284,3,0,0,0,0,0,0,,0
A101751_2026-03-31,A101751,2026-03-31,61,1500,1496.80,0.9979,1,0,0,0,1,0,1,2026-06-19,1
A101640_2025-09-30,A101640,2025-09-30,55,8000,6112.53,0.7641,2,0,0,0,0,0,0,,0
A102177_2026-02-28,A102177,2026-02-28,24,500,0.00,0.0000,2,0,0,1,0,1,0,,0
A100152_2025-11-30,A100152,2025-11-30,59,1500,1177.45,0.7850,0,0,0,0,0,0,0,,0
A100374_2025-06-30,A100374,2025-06-30,107,5000,2866.50,0.5733,3,0,0,0,0,0,0,,0
A101284_2026-05-31,A101284,2026-05-31,73,2500,805.78,0.3223,3,0,0,0,0,0,0,,0
A101545_2025-01-31,A101545,2025-01-31,116,8000,571.10,0.0714,0,0,0,0,0,0,0,,0
A102476_2025-02-28,A102476,2025-02-28,97,5000,2431.24,0.4862,1,0,0,0,0,0,0,,0
A101837_2026-03-31,A101837,2026-03-31,80,500,422.60,0.8452,1,0,0,0,0,0,0,,0
A100891_2026-05-31,A100891,2026-05-31,60,5000,4922.82,0.9846,3,0,0,0,1,0,0,,0
A100726_2025-09-30,A100726,2025-09-30,99,500,240.23,0.4805,3,0,0,0,0,0,0,,0
A101338_2025-11-30,A101338,2025-11-30,77,8000,5689.67,0.7112,3,0,0,0,0,0,0,,0
A100941_2025-01-31,A100941,2025-01-31,40,500,499.08,0.9982,0,0,0,0,1,0,0,,0
A101580_2026-05-31,A101580,2026-05-31,50,2500,0.00,0.0000,1,0,0,0,0,0,1,2026-08-19,1
A101401_2025-06-30,A101401,2025-06-30,53,1000,744.30,0.7443,0,0,0,0,0,0,0,,0
A102081_2025-11-30,A102081,2025-11-30,98,1000,722.39,0.7224,3,0,0,0,0,0,0,,0
A102171_2026-05-31,A102171,2026-05-31,58,8000,3004.65,0.3756,1,0,0,0,0,0,0,,0
A101150_2025-07-31,A101150,2025-07-31,7,5000,4640.53,0.9281,2,0,0,0,1,0,0,,0
A100804_2025-02-28,A100804,2025-02-28,75,500,339.22,0.6784,3,0,0,0,0,0,0,,0
A100035_2026-06-30,A100035,2026-06-30,54,5000,1707.04,0.3414,1,0,0,1,0,1,1,2026-08-01,1
A100652_2026-02-28,A100652,2026-02-28,74,1000,446.12,0.4461,3,0,0,0,0,0,0,,0
A100152_2025-04-30,A100152,2025-04-30,39,1500,517.98,0.3453,1,0,0,0,0,0,0,,0
A101296_2025-12-31,A101296,2025-12-31,101,8000,8056.67,1.0071,1,0,0,0,1,0,0,,0
A100429_2025-05-31,A100429,2025-05-31,109,500,226.77,0.4535,2,0,0,0,0,0,0,,0
A101677_2025-02-28,A101677,2025-02-28,120,500,377.22,0.7544,2,0,0,0,0,0,0,,0
A101856_2025-11-30,A101856,2025-11-30,66,5000,1933.96,0.3868,3,0,0,0,0,0,0,,0
A102306_2025-12-31,A102306,2025-12-31,45,1500,460.14,0.3068,3,0,0,0,0,0,0,,0
A100769_2026-05-31,A100769,2026-05-31,29,1500,1214.88,0.8099,1,0,0,0,0,0,0,,0
A100906_2026-05-31,A100906,2026-05-31,30,5000,3819.76,0.7640,2,0,0,0,0,0,0,,0
A101144_2026-02-28,A101144,2026-02-28,120,2500,1194.88,0.4780,3,1,0,1,0,1,0,,0
A101234_2026-06-30,A101234,2026-06-30,63,5000,765.92,0.1532,0,0,0,0,0,0,0,,0
A102043_2025-09-30,A102043,2025-09-30,64,1500,694.24,0.4628,1,0,0,0,0,0,0,,0
A102270_2025-03-31,A102270,2025-03-31,16,5000,4743.78,0.9488,0,0,0,0,1,0,0,,0
A101868_2026-02-28,A101868,2026-02-28,14,5000,2078.11,0.4156,0,0,0,0,0,0,0,,0
A101035_2026-04-30,A101035,2026-04-30,65,500,414.70,0.8294,0,0,0,0,0,0,0,,0
A100369_2025-05-31,A100369,2025-05-31,72,5000,2625.94,0.5252,0,0,0,0,0,0,0,,0
A101566_2025-08-31,A101566,2025-08-31,97,500,70.24,0.1405,0,0,0,0,0,0,0,,0
A101865_2025-12-31,A101865,2025-12-31,60,5000,4277.72,0.8555,2,0,0,1,0,1,0,,0
A101641_2025-06-30,A101641,2025-06-30,60,1000,573.52,0.5735,0,0,0,0,0,0,0,,0
A100294_2025-03-31,A100294,2025-03-31,18,8000,5957.95,0.7447,1,0,0,0,0,0,0,,0
A101354_2026-03-31,A101354,2026-03-31,5,5000,1142.62,0.2285,3,0,0,0,0,0,0,,0
A100128_2025-09-30,A100128,2025-09-30,27,5000,4576.49,0.9153,2,1,0,0,1,1,0,,0
A100345_2026-03-31,A100345,2026-03-31,67,500,497.39,0.9948,2,1,0,1,1,1,0,,0
A102061_2025-10-31,A102061,2025-10-31,77,500,203.06,0.4061,1,0,0,0,0,0,0,,0
A101757_2025-05-31,A101757,2025-05-31,42,5000,1988.55,0.3977,2,0,0,0,0,0,0,,0
A100477_2026-04-30,A100477,2026-04-30,84,500,346.28,0.6926,1,0,0,0,0,0,0,,0
A102228_2025-04-30,A102228,2025-04-30,41,2500,856.78,0.3427,3,0,0,0,0,0,0,,0
A100085_2025-07-31,A100085,2025-07-31,117,2500,2083.68,0.8335,2,0,0,0,0,0,0,,0
A101228_2025-02-28,A101228,2025-02-28,83,8000,3234.89,0.4044,1,0,0,0,0,0,0,,0
A100386_2025-11-30,A100386,2025-11-30,22,8000,8000.71,1.0001,2,0,0,0,1,0,1,2026-02-19,1
A100221_2025-11-30,A100221,2025-11-30,103,8000,6728.16,0.8410,3,0,0,0,0,0,0,,0
A102231_2025-02-28,A102231,2025-02-28,119,1000,807.98,0.8080,1,0,0,0,0,0,0,,0
A101633_2025-03-31,A101633,2025-03-31,58,5000,3013.78,0.6028,0,0,0,0,0,0,1,2025-04-24,1
A100323_2025-02-28,A100323,2025-02-28,95,500,251.15,0.5023,3,0,0,0,0,0,0,,0
A101176_2026-04-30,A101176,2026-04-30,88,5000,1590.59,0.3181,3,0,0,0,0,0,0,,0
A100529_2026-01-31,A100529,2026-01-31,10,1000,208.03,0.2080,3,0,0,0,0,0,0,,0
A101787_2025-04-30,A101787,2025-04-30,19,8000,285.35,0.0357,1,0,0,0,0,0,0,,0
A100758_2026-05-31,A100758,2026-05-31,51,5000,1778.44,0.3557,3,0,0,0,0,0,0,,0
A102102_2026-03-31,A102102,2026-03-31,1,500,68.95,0.1379,3,0,0,0,0,0,0,,0
A101731_2025-03-31,A101731,2025-03-31,115,2500,1400.12,0.5600,2,0,0,0,0,0,0,,0
A102145_2026-06-30,A102145,2026-06-30,25,1500,577.03,0.3847,0,0,0,0,0,0,0,,0
